Leadway Provider Network		
Proceedure Code	Proceedure Name	Amount
30300038	OPEN REDUCTION AND PLATE SCREW FIXATION  DIST FEMORAL	₦264,000.00
30300039	OPEN REDUCTION AND PLATE SCREW FIXATION  STANDARD OF FEMORAL FRACTURE	₦264,000.00
30300039	OPEN REDUCTION AND PLATE SCREW FIXATION  STANDARD OF FEMORAL FRACTURE	₦264,000.00
30300039	OPEN REDUCTION AND PLATE SCREW FIXATION  STANDARD OF FEMORAL FRACTURE	₦264,000.00
30300039	OPEN REDUCTION AND PLATE SCREW FIXATION  STANDARD OF FEMORAL FRACTURE	₦264,000.00
30300039	OPEN REDUCTION AND PLATE SCREW FIXATION  STANDARD OF FEMORAL FRACTURE	₦264,000.00
30300040	OPEN REDUCTION OF KNEE DISLOCATION AND CAST STEINMAN PIN	₦171,000.00
30300041	PELVIC OSTEOTOMIES	₦518,600.00
30300042	PERCUTANEOUS PELVIC FRACTURE FIXATION PELVIS ACETABULUM	₦528,000.00
30300043	PROXIMAL FEMORAL VALGUS OSTEOTOMY	₦303,000.00
30300043	PROXIMAL FEMORAL VALGUS OSTEOTOMY	₦303,000.00
30300043	PROXIMAL FEMORAL VALGUS OSTEOTOMY	₦303,000.00
30300044	SPINE SURGERY  TRAUMA	₦614,000.00
30300045	TOTAL HIP REPLACEMENT	₦548,000.00
30300045	TOTAL HIP REPLACEMENT	₦548,000.00
30300045	TOTAL HIP REPLACEMENT	₦548,000.00
30300046	TOTAL KNEE REPLACEMENT	₦548,000.00
30300046	TOTAL KNEE REPLACEMENT	₦548,000.00
30300046	TOTAL KNEE REPLACEMENT	₦548,000.00
30300047	CYSTOSCOPY   LASER LITHOTRIPSY	₦453,600.00
30300048	ENDOSCOPIC URETERIC DILATATION	₦252,000.00
30300049	ENDOSCOPY   EXCISION OF BLADDER TUMOURS	₦453,600.00
30300050	ENDOSCOPY   URETHERAL STONE REMOVAL	₦362,880.00
30300051	ENDOSCOPY   URETHRAL DILATATION	₦317,520.00
30300051	ENDOSCOPY   URETHRAL DILATATION	₦317,520.00
30300052	ENDOSCOPY   URETHRAL REALIGNMENT	₦317,520.00
30300053	ENDOSCOPY   URETHROTOMY	₦408,240.00
30300054	NEPHRECTOMY RADICAL	₦504,000.00
30300054	NEPHRECTOMY RADICAL	₦504,000.00
30300054	NEPHRECTOMY RADICAL	₦504,000.00
30300055	PENOPLASTY	₦403,200.00
30300056	PROSTATECTOMY   RADICAL	₦403,200.00
30300056	PROSTATECTOMY   RADICAL	₦403,200.00
30300056	PROSTATECTOMY   RADICAL	₦403,200.00
30300056	PROSTATECTOMY   RADICAL	₦403,200.00
30300057	PROSTATECTOMY SIMPLE	₦241,920.00
30300057	PROSTATECTOMY SIMPLE	₦241,920.00
30300057	PROSTATECTOMY SIMPLE	₦241,920.00
30300058	PYELOLITHOTOMY	₦388,800.00
30300058	PYELOLITHOTOMY	₦388,800.00
30300059	PYELOPLASTY	₦453,600.00
30300059	PYELOPLASTY	₦453,600.00
30300060	RECONSTRUCTION   URETER	₦483,840.00
30300061	RENAL ANEURYSMECTOMY	₦420,000.00
30300062	TRANS URETHRAL INCISION OF PROSTATE	₦362,880.00
30300063	TRANSURETHRAL RESECTION OF BLADDER MASS	₦387,500.00
30300064	TRANSURETHRAL RESECTION OF PROSTRATE  TURP	₦387,500.00
30300064	TRANSURETHRAL RESECTION OF PROSTRATE  TURP	₦387,500.00
30300065	URETEROLITHOTOMY	₦362,880.00
30300066	URETEROSCOPY	₦259,200.00
30300066	URETEROSCOPY	₦259,200.00
30300067	URETEROSCOPY   LASER TREATMENT	₦403,200.00
30300068	URETEROSCOPY EXCISION OF URETERIC TUMOUR BY LASER	₦680,400.00
30300069	URETHROPLASTY	₦336,000.00
30300069	URETHROPLASTY	₦336,000.00
30300069	URETHROPLASTY	₦336,000.00
30300070	URINARY DIVERSION	₦544,320.00
30300071	PLEURECTOMY	₦264,000.00
30300071	PLEURECTOMY	₦264,000.00
30300071	PLEURECTOMY	₦264,000.00
30300071	PLEURECTOMY	₦264,000.00
30300071	PLEURECTOMY	₦264,000.00
30300072	PNEUMONECTOMY	₦264,000.00
30300073	PULMONARY RESECTION	₦264,000.00
30300074	SOMATIC TUBULAR REPLACEMENT OF RESECTED OESOPHAGUS	₦264,000.00
30300075	THORACECTOMY	₦264,000.00
30300076	THORACOPLASTY	₦22,000.00
30300077	THORACOTOMY	₦230,000.00
30300077	THORACOTOMY	₦230,000.00
30300078	TRACHEAL RESECTION	₦264,000.00
30300079	VASCULAR REPAIR AND WOUND EXPLORATION  MAJOR	₦264,000.00
30300080	VEIN PATCH ANGIOPLASTY	₦264,000.00
32320001	BLOOD TRANSFUSION  RH POSITIVE	₦25,000.00
32320001	BLOOD TRANSFUSION  RH POSITIVE	₦25,000.00
32320001	BLOOD TRANSFUSION  RH POSITIVE	₦25,000.00
32320002	BLOOD TRANSFUSION  RH NEGATIVE	₦30,000.00
32320002	BLOOD TRANSFUSION  RH NEGATIVE	₦30,000.00
32320003	BLOOD TRANSFUSION  RH POSITIVE    RETURNED	₦6,000.00
32320004	BLOOD TRANSFUSION  RH NEGATIVE    RETURNED	₦6,000.00
32320008	BLOOD   EXCHANGE BLOOD TRANSFUSION PROCEDURE RH NEGATIVE  EXCLUDING BLOOD	₦30,000.00
34340001	OXYGEN THERAPY  CONTINOUS  PER DAY	₦12,000.00
34340001	OXYGEN THERAPY  CONTINOUS  PER DAY	₦12,000.00
34340001	OXYGEN THERAPY  CONTINOUS  PER DAY	₦12,000.00
34340001	OXYGEN THERAPY  CONTINOUS  PER DAY	₦12,000.00
34340002	OXYGEN THERAPY  INTERMITENT  DAY	₦8,000.00
50500001	ANC SCREEN ONLY	₦10,000.00
50500001	ANC SCREEN ONLY	₦10,000.00
50500002	ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCAN	₦50,000.00
50500002	ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCAN	₦50,000.00
50500002	ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCAN	₦50,000.00
50500002	ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCAN	₦50,000.00
50500002	ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCAN	₦50,000.00
50500002	ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCAN	₦50,000.00
50500002D	HIGH RISK ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCANS	₦45,000.00
50500002D	HIGH RISK ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCANS	₦45,000.00
50500002D	HIGH RISK ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCANS	₦45,000.00
50500002D	HIGH RISK ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCANS	₦45,000.00
50500002D	HIGH RISK ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCANS	₦45,000.00
50500002D	HIGH RISK ANTENATAL PACKAGE CONSULTATIONS SCREENING URINALYSIS ROUTINE DRUGS AND 3 ULTRASOUND SCANS	₦45,000.00
50500004	CERVICAL CERCLAGE   REMOVAL  BLOCK FEE	₦50,000.00
50500004	CERVICAL CERCLAGE   REMOVAL  BLOCK FEE	₦50,000.00
50500004	CERVICAL CERCLAGE   REMOVAL  BLOCK FEE	₦50,000.00
50500005	CERVICAL CERCLAGE SHIRODKAR SUTURE   BLOCK FEE	₦120,000.00
50500005	CERVICAL CERCLAGE SHIRODKAR SUTURE   BLOCK FEE	₦120,000.00
50500006	CERVICAL TEAR REPAIR FIRST DEGREE	₦30,000.00
50500006	CERVICAL TEAR REPAIR FIRST DEGREE	₦30,000.00
50500007	CONTINUOUS CTG	₦6,000.00
50500008	INSERTION   REMOVAL   CERVICAL CATHETERIZATION FOR RIPENING	₦1,000.00
50500009	MANUAL PLACENTA REMOVAL	₦5,000.00
50500011	PERINEAL TEAR REPAIR 1ST DEGREE	₦5,000.00
50500011	PERINEAL TEAR REPAIR 1ST DEGREE	₦5,000.00
50500012	PERINEAL TEAR REPAIR 2ND DEGREE	₦10,000.00
50500013	PERINEAL TEAR REPAIR 3RD DEGREE	₦20,000.00
50500013	PERINEAL TEAR REPAIR 3RD DEGREE	₦20,000.00
50500014	REPAIR   VAGINAL LACERATION  1ST DEGREE MINOR    BLOCK FEE	₦6,000.00
50500015	REPAIR   VAGINAL LACERATION  2ND DEGREE    BLOCK FEE	₦12,000.00
50500016	REPAIR   VAGINAL LACERATION  3RD DEGREE	₦15,000.00
51510004	CAESAREAN HYSTERECTOMY   GLOBAL FEE	₦350,000.00
51510004	CAESAREAN HYSTERECTOMY   GLOBAL FEE	₦350,000.00
51510004	CAESAREAN HYSTERECTOMY   GLOBAL FEE	₦350,000.00
51510005	CAESAREAN MYOMECTOMY  EXTRA    GLOBAL FEE	₦100,000.00
51510005	CAESAREAN MYOMECTOMY  EXTRA    GLOBAL FEE	₦100,000.00
51510005	CAESAREAN MYOMECTOMY  EXTRA    GLOBAL FEE	₦100,000.00
51510005	CAESAREAN MYOMECTOMY  EXTRA    GLOBAL FEE	₦100,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510006	CAESAREAN SECTION  BOOKED	₦350,000.00
51510007	CAESAREAN SECTION MULTIPLE DELIVERY GLOBAL	₦175,000.00
51510007	CAESAREAN SECTION MULTIPLE DELIVERY GLOBAL	₦175,000.00
51510007	CAESAREAN SECTION MULTIPLE DELIVERY GLOBAL	₦175,000.00
51510008	CAESAREAN SECTION BTL  GLOBAL FEE	₦380,000.00
51510008	CAESAREAN SECTION BTL  GLOBAL FEE	₦380,000.00
51510008	CAESAREAN SECTION BTL  GLOBAL FEE	₦380,000.00
51510008	CAESAREAN SECTION BTL  GLOBAL FEE	₦380,000.00
51510008	CAESAREAN SECTION BTL  GLOBAL FEE	₦380,000.00
51510009	CAESAREAN SECTION BTL TWINS  GLOBAL FEE	₦250,000.00
51510009	CAESAREAN SECTION BTL TWINS  GLOBAL FEE	₦250,000.00
51510009	CAESAREAN SECTION BTL TWINS  GLOBAL FEE	₦250,000.00
51510010	DELIVERY   NORMAL   INCLUDING EPISIOTOMY INDUCTION AUGMENTATION  GLOBAL FEE	₦80,000.00
51510010	DELIVERY   NORMAL   INCLUDING EPISIOTOMY INDUCTION AUGMENTATION  GLOBAL FEE	₦80,000.00
51510010	DELIVERY   NORMAL   INCLUDING EPISIOTOMY INDUCTION AUGMENTATION  GLOBAL FEE	₦80,000.00
51510011	DELIVERY ASSISTED  FORCEPS VENTOUSE  BREECH  GLOBAL FEE	₦100,000.00
51510011	DELIVERY ASSISTED  FORCEPS VENTOUSE  BREECH  GLOBAL FEE	₦100,000.00
51510011	DELIVERY ASSISTED  FORCEPS VENTOUSE  BREECH  GLOBAL FEE	₦100,000.00
51510012	DELIVERY MULTIPLE  IN ADDITION TO THE FEE FOR NORMAL DELIVERY	₦10,000.00
51510012	DELIVERY MULTIPLE  IN ADDITION TO THE FEE FOR NORMAL DELIVERY	₦10,000.00
51510012	DELIVERY MULTIPLE  IN ADDITION TO THE FEE FOR NORMAL DELIVERY	₦10,000.00
52520001	DEPO PROVERA INJECTION	₦1,200.00
52520001	DEPO PROVERA INJECTION	₦1,200.00
52520004	IUCD INSERTION  DEVICE   INSERTION	₦5,000.00
52520004	IUCD INSERTION  DEVICE   INSERTION	₦5,000.00
52520005	IUCD REMOVAL	₦2,000.00
52520006	JADELLE CONTRACEPTIVE IMPLANT INSERTION	₦8,000.00
52520007	JADELLE CONTRACEPTIVE IMPLANT REMOVAL	₦4,000.00
52520008	NORISTERATE INJECTION	₦800.00
52520008	NORISTERATE INJECTION	₦800.00
60600001	24 HOUR URINE PROTEIN	₦1,920.00
60600002	24 HRS URINARY CATECHOLAMINE	₦42,240.00
60600003	24 HRS URINE CALCIUM	₦960.00
60600004	2HPP  2 HOURS POST PRANDIAL BLOOD SUGAR	₦1,000.00
60600005	ACID PHOSPHATASE  PROSTATIC	₦847.00
60600006	ACID PHOSPHATASE  TOTAL	₦907.50
60600007	ALBUMIN	₦1,000.00
60600008	ALCOHOL	₦1,920.00
60600009	ALKALINE PHOSPHATASE	₦1,000.00
60600010	ALPHA FETO PROTEIN	₦7,680.00
60600010	ALPHA FETO PROTEIN	₦7,680.00
60600011	AMYLASE PANCREATIC	₦2,500.00
60600012	ARTERIAL BLOOD GAS	₦3,840.00
60600013	ASPIRATE PROTEIN	₦1,500.00
60600014	BENCE JONES PROTEIN	₦1,500.00
60600015	BETA HCG MV	₦3,500.00
60600016	BETA MICROGLOBULIN	₦3,000.00
60600017	BICARBONATE	₦1,000.00
60600019	CHLORIDE	₦1,000.00
60600020	CHOLESTEROL	₦1,500.00
60600020	CHOLESTEROL	₦1,500.00
60600020	CHOLESTEROL	₦1,500.00
60600021	C PEPTIDE	₦5,068.80
60600022	CREATININE	₦1,000.00
60600022	CREATININE	₦1,000.00
60600022	CREATININE	₦1,000.00
60600022	CREATININE	₦1,000.00
60600023	CREATININE CLEARANCE	₦3,000.00
60600024	CREATININE KINASE	₦3,500.00
60600025	CSF BICARBONATE	₦1,500.00
60600026	CSF CHLORIDE	₦1,000.00
60600027	CSF GLUCOSE	₦1,000.00
60600028	HIGH  VAGINA SWAB HVS	₦4,000.00
60600028	HIGH  VAGINA SWAB HVS	₦4,000.00
60600029	CSF PROTEIN	₦2,420.00
60600029B	CSF M C S	₦4,000.00
60600029B	CSF M C S	₦2,500.00
60600030	D DIMER	₦6,000.00
60600030	D DIMER	₦6,000.00
60600031	DHEA  S 17 KETOSTERIODS	₦1,152.00
60600031	DHEA  S 17 KETOSTERIODS	₦1,152.00
60600032	ELECTROLYTE	₦4,000.00
60600032	ELECTROLYTE	₦4,000.00
60600033	ELECTROLYTE UREA CREATININE	₦6,000.00
60600033	ELECTROLYTE UREA CREATININE	₦6,000.00
60600033	ELECTROLYTE UREA CREATININE	₦6,000.00
60600034	ESTRADIOL MV	₦2,500.00
60600034	ESTRADIOL MV	₦2,500.00
60600034A	ESTRADIOL DEPOT INJ1 AMP	₦2,632.50
60600035	FASTING BLOOD SUGAR	₦1,200.00
60600035	FASTING BLOOD SUGAR	₦1,200.00
60600035	FASTING BLOOD SUGAR	₦1,200.00
60600036	FERRITIN	₦2,000.00
60600037	FOLATE	₦2,000.00
60600038	FSH FOLLICLE STIMULATING HORMONE	₦3,850.00
60600038	FSH FOLLICLE STIMULATING HORMONE	₦3,850.00
60600038	FSH FOLLICLE STIMULATING HORMONE	₦3,850.00
60600038	FSH FOLLICLE STIMULATING HORMONE	₦3,850.00
60600039	GAMMA GT	₦2,000.00
60600040	GLUCOSE 6 PHOSPHATE DEHYDROGEN	₦3,000.00
60600041	GLYCATED HEMOGLOBIN HBA1C	₦8,500.00
60600041	GLYCATED HEMOGLOBIN HBA1C	₦8,500.00
60600041	GLYCATED HEMOGLOBIN HBA1C	₦8,500.00
60600042	GROWTH HORMONE	₦3,456.00
60600043	HDL CHOLESTEROL	₦1,000.00
60600044	HIRSUTISM LH FSH PRL T4 TES DH	₦19,200.00
60600044	HIRSUTISM LH FSH PRL T4 TES DH	₦19,200.00
60600044	HIRSUTISM LH FSH PRL T4 TES DH	₦19,200.00
60600045	HUMAN GONADOTROPIN HORMONE	₦3,520.00
60600046	IMPOTENCE LH FSH TEST PRL	₦10,240.00
60600046	IMPOTENCE LH FSH TEST PRL	₦10,240.00
60600047	INSULIN	₦4,500.00
60600047	INSULIN	₦4,500.00
60600048	IRON LEVELS	₦2,560.00
60600049	L E URINE	₦1,600.00
60600050	LDH CHOLESTEROL	₦1,500.00
60600051	LIVER FUNCTION TEST	₦8,000.00
60600051	LIVER FUNCTION TEST	₦8,000.00
60600051	LIVER FUNCTION TEST	₦8,000.00
60600051	LIVER FUNCTION TEST	₦8,000.00
60600051	LIVER FUNCTION TEST	₦8,000.00
60600051	LIVER FUNCTION TEST	₦8,000.00
60600052	LFT  PROTHROMBIN  ALBUMIN	₦10,000.00
60600053	LIPID PROFILE	₦8,500.00
60600053	LIPID PROFILE	₦8,500.00
60600054	LUTEINIZING HORMONE MV	₦2,500.00
60600054	LUTEINIZING HORMONE MV	₦2,500.00
60600054	LUTEINIZING HORMONE MV	₦2,500.00
60600055	MCHC	₦1,000.00
60600056	MENS DIS LH FSH PRL T4	₦11,520.00
60600056	MENS DIS LH FSH PRL T4	₦11,520.00
60600057	URINE MICROALBUMIN	₦4,160.00
60600058	OESTRIOL	₦4,224.00
60600058	OESTRIOL	₦4,224.00
60600059	ORAL GLUCOSE TOLERANCE TEST  OGTT	₦4,000.00
60600060	OSMOTIC FRAGILITY TEST	₦1,600.00
60600061	PHOSPHORUS	₦1,000.00
60600062	POTASSIUM	₦1,000.00
60600063	PREGNANCY TEST BLOOD	₦1,500.00
60600064	PREGNANCY TEST URINE	₦1,000.00
60600065	PROGESTERONE	₦3,960.00
60600065	PROGESTERONE	₦3,960.00
60600065	PROGESTERONE	₦3,960.00
60600065B	CYCLOGEST PROGESTERONE  MICROGEST 400MG	₦1,228.50
60600066	PROLACTIN MV	₦4,235.00
60600066	PROLACTIN MV	₦4,235.00
60600067	PROSTATE SPECIFIC ANTIGEN PSA MV	₦12,000.00
60600067	PROSTATE SPECIFIC ANTIGEN PSA MV	₦12,000.00
60600067	PROSTATE SPECIFIC ANTIGEN PSA MV	₦12,000.00
60600067	PROSTATE SPECIFIC ANTIGEN PSA MV	₦12,000.00
60600068	PROTEIN ELECTROPHORESIS BLD	₦5,056.00
60600069	PROTEIN ELECTROPHORESIS URINE	₦5,056.00
60600070	PROTHROMBIN TIME	₦2,200.00
60600070	PROTHROMBIN TIME	₦2,200.00
60600071	PTTK	₦2,000.00
60600071	PTTK	₦2,000.00
60600072	RANDOM BLOOD SUGAR	₦1,200.00
60600072	RANDOM BLOOD SUGAR	₦1,200.00
60600072	RANDOM BLOOD SUGAR	₦1,200.00
60600073	SERUM CORTISOL	₦4,800.00
60600074	SEX HORMONE BINDING GLOBULIN	₦6,016.00
60600074	SEX HORMONE BINDING GLOBULIN	₦6,016.00
60600075	SGOT	₦1,500.00
60600076	SGPT	₦1,500.00
60600077	SHORT STATURE PROFILE	₦9,600.00
60600078	SODIUM	₦1,000.00
60600079	T3 UPTAKE	₦5,440.00
60600080	THYROID FUNCTION TEST	₦9,000.00
60600080	THYROID FUNCTION TEST	₦9,000.00
60600080	THYROID FUNCTION TEST	₦9,000.00
60600081	TESTOSTERONE	₦6,600.00
60600081	TESTOSTERONE	₦6,600.00
60600082	THYROID STIMULATING HORMONE  TSH	₦4,500.00
60600082	THYROID STIMULATING HORMONE  TSH	₦4,500.00
60600082	THYROID STIMULATING HORMONE  TSH	₦4,500.00
60600082	THYROID STIMULATING HORMONE  TSH	₦4,500.00
60600082	THYROID STIMULATING HORMONE  TSH	₦4,500.00
60600083	THYROXINE  T4	₦3,630.00
60600083	THYROXINE  T4	₦3,630.00
60600084	TOTAL BILIRUBIN	₦1,500.00
60600085	TOTAL PROTEIN	₦1,000.00
60600086	TOXOPLASMOSIS	₦2,560.00
60600087	TRIGLYCERIDES	₦1,089.00
60600087	TRIGLYCERIDES	₦1,089.00
60600088	TRIIODOTHYRONINE  T3	₦3,630.00
60600088	TRIIODOTHYRONINE  T3	₦3,630.00
60600089	TROPONIN I	₦8,250.00
60600089	TROPONIN I	₦8,250.00
60600090	TUBEX TEST	₦1,000.00
60600091	UREA	₦1,200.00
60600091	UREA	₦1,200.00
60600091	UREA	₦1,200.00
60600092	UREA REFLOTRON	₦1,200.00
60600093	URIC ACID	₦1,000.00
60600093	URIC ACID	₦1,000.00
60600094	URIC ACID REFLOTRON	₦1,000.00
60600095	URINALYSIS	₦1,000.00
60600095	URINALYSIS	₦1,000.00
60600095	URINALYSIS	₦1,000.00
60600095	URINALYSIS	₦1,000.00
60600096	VITAMIN B12 LEVELS	₦9,600.00
60600206	CALCIUM  SERUM	₦1,000.00
60600206	CALCIUM  SERUM	₦1,000.00
60600216A	CYTOMEGALOVIRUS CMV ANTIBODY PANEL IGG	₦3,000.00
61610001	ANTI DNA	₦8,140.80
61610002	ANTI JO 1 ANTIBODY	₦9,523.20
61610003	ANTI MULLERIAN HORMONE	₦15,091.20
61610003	ANTI MULLERIAN HORMONE	₦15,091.20
61610004	ANTI NEUTROPHIL CYTOPLASMIC ANTIBODIES ANCA	₦16,742.40
61610004	ANTI NEUTROPHIL CYTOPLASMIC ANTIBODIES ANCA	₦16,742.40
61610005	ANTI NUCLEAR ANTIBODY	₦9,523.20
61610005	ANTI NUCLEAR ANTIBODY	₦9,523.20
61610006	ANTI SMOOTH MUSCLE	₦9,523.20
61610007	ANTIBODY TITRATION	₦2,304.00
61610008	ANTI THYROID ANTIBODIES	₦6,144.00
61610009	ASO TITRE	₦1,633.50
61610010	C M V IG  MV	₦3,000.00
61610011	C REACTIVE PROTEIN CRP	₦6,000.00
61610012	CANCER MARKER PROFILE	₦14,080.00
61610013	CARCINOEMBRYONIC ANTIGEN CEA	₦5,632.00
61610013	CARCINOEMBRYONIC ANTIGEN CEA	₦5,632.00
61610014	CHLAMYDIAL ANTIBODY	₦4,224.00
61610015	H PYLORI  RAPID TEST	₦5,000.00
61610016	H PYLORI ANTIGEN IN STOOL	₦7,000.00
61610018	HEAF TEST	₦500.00
61610019	HEPATITIS A  IGG	₦2,500.00
61610020	HEPATITIS A  IGM	₦2,500.00
61610022	HEPATITIS B   RAPID	₦2,000.00
61610022	HEPATITIS B   RAPID	₦2,000.00
61610022	HEPATITIS B   RAPID	₦2,000.00
61610023	HEPATITIS B eCORE ANTIBODY	₦4,160.00
61610024	HEPATITIS B SURFACE ANTIGEN	₦2,000.00
61610024	HEPATITIS B SURFACE ANTIGEN	₦2,000.00
61610025	HEPATITIS B AG AB  PROFILE	₦2,500.00
61610026	HEPATITIS C SCREENING	₦2,000.00
61610026	HEPATITIS C SCREENING	₦2,000.00
61610027	HEPATITIS C VIRUS	₦2,000.00
61610027	HEPATITIS C VIRUS	₦2,000.00
61610027	HEPATITIS C VIRUS	₦2,000.00
61610029	HIV SCREENING	₦2,000.00
61610029	HIV SCREENING	₦2,000.00
61610029	HIV SCREENING	₦2,000.00
61610029	HIV SCREENING	₦2,000.00
61610030	MANTOUX TEST	₦907.50
61610031	RUBELLA IG	₦2,560.00
61610032	SERUM TB	₦2,500.00
61610033	SPERM ANTIBODIES	₦5,000.00
61610034	UREA BREATH TEST	₦12,000.00
61610035	VDRL	₦1,500.00
61610035	VDRL	₦1,500.00
61610035	VDRL	₦1,500.00
61610036	WIDAL TEST	₦1,200.00
61610116A	ANTI SNAKE SERUM	₦11,583.00
61610381A	EYLEA	₦70,200.00
61610433A	INFLUENZA  VIRUS VACCINE	₦8,775.00
61610433A	INFLUENZA  VIRUS VACCINE	₦8,775.00
61610433A	INFLUENZA  VIRUS VACCINE	₦8,775.00
61610433A	INFLUENZA  VIRUS VACCINE	₦8,775.00
61610433A	INFLUENZA  VIRUS VACCINE	₦8,775.00
61610445	HCV IGM ANTIBODY   SERUM	₦1,200.00
61610837A	HPV HUMAN PAPILLOMA VIRUS VACCINE	₦17,550.00
61610837A	HPV HUMAN PAPILLOMA VIRUS VACCINE	₦17,550.00
61610837A	HPV HUMAN PAPILLOMA VIRUS VACCINE	₦17,550.00
61610837A	HPV HUMAN PAPILLOMA VIRUS VACCINE	₦17,550.00
6161084A	HBsAg  ELISA	₦2,500.00
62620001	CYTOLOGY	₦10,000.00
62620002	HISTOLOGY	₦15,000.00
62620003	PAP SMEAR	₦12,000.00
62620003	PAP SMEAR	₦12,000.00
62620003	PAP SMEAR	₦12,000.00
62620003	PAP SMEAR	₦12,000.00
63630001	BLOOD GROUP	₦1,000.00
63630002	CD 4 COUNT	₦7,040.00
63630003	CLOTTING TIME	₦1,000.00
63630004	DIRECT COOMBS TEST	₦2,000.00
63630005	DONOR SCREENING	₦4,070.40
63630006	ESR ERYTHROCYTE SEDIMENTATION RATE	₦1,500.00
63630006	ESR ERYTHROCYTE SEDIMENTATION RATE	₦1,500.00
63630006	ESR ERYTHROCYTE SEDIMENTATION RATE	₦1,500.00
63630007	FULL BLOOD COUNT FBC	₦3,000.00
63630007	FULL BLOOD COUNT FBC	₦3,000.00
63630007	FULL BLOOD COUNT FBC	₦3,000.00
63630008	GENOTYPE	₦2,500.00
63630008	GENOTYPE	₦2,500.00
63630009	BLOOD GROUP AND CROSS MATCH	₦2,000.00
63630010	HAEMOGLOBIN	₦1,200.00
63630011	INDIRECT COOMBS TEST	₦2,000.00
63630012	PACKED CELL VOLUME  PCV	₦1,200.00
63630012	PACKED CELL VOLUME  PCV	₦1,200.00
63630012	PACKED CELL VOLUME  PCV	₦1,200.00
63630012	PACKED CELL VOLUME  PCV	₦1,200.00
63630013	PERIPHERAL BLOOD FILM BY HAEMATOLOGIST	₦4,000.00
63630014	PLATELETS	₦1,000.00
63630015	RED CELL COUNT	₦1,000.00
63630016	RETICULOCYTE COUNT	₦1,000.00
63630017	RH FACTOR	₦1,210.00
63630018	SICKLING	₦1,000.00
63630019	WHITE BLOOD COUNT  WBC	₦1,000.00
63630039A	MALARIA PARASITE MICROSCOPY	₦1,500.00
64640001	AFB X 3	₦1,920.00
64640002	ASPIRATE M C S	₦4,000.00
64640003	BLOOD CULTURE	₦8,500.00
64640004	EAR SWAB M C S	₦4,000.00
64640005A	ENDOCERVICAL SWAB MCS	₦4,000.00
64640006	EYE SWAB M C S	₦4,000.00
64640007	GRAM S STAINING	₦400.00
64640010	MICROFILARIA BLOOD	₦1,500.00
64640011	MICROFILARIA SKIN SNIP	₦1,152.00
64640012	NASAL SWAB M C S	₦4,000.00
64640013	SEMEN MCS	₦4,000.00
64640013	SEMEN MCS	₦4,000.00
64640014	SEMINAL FLUID ANALYSIS  SEMEN	₦2,240.00
64640014	SEMINAL FLUID ANALYSIS  SEMEN	₦2,240.00
64640015	SPUTUM M C S	₦4,000.00
64640016	STOOL M C S	₦4,000.00
64640016	STOOL M C S	₦4,000.00
64640017	STOOL OCCULT BLOOD	₦1,200.00
64640017	STOOL OCCULT BLOOD	₦1,200.00
64640018	STOOL ROUTINE	₦1,500.00
64640018	STOOL ROUTINE	₦1,500.00
64640019	THROAT M C S	₦4,000.00
64640020	URETHRAL SWAB MCS	₦4,000.00
64640021	URINE MCS	₦4,000.00
64640021	URINE MCS	₦4,000.00
64640022	WOUND SWAB M C S	₦4,000.00
65650001	ECHOCARDIOGRAM  ADULT	₦25,000.00
65650001	ECHOCARDIOGRAM  ADULT	₦25,000.00
65650003	ECG   STRESS TEST  THREADMILL	₦20,000.00
65650004	ECG   RESTING	₦6,000.00
65650004	ECG   RESTING	₦6,000.00
65650004	ECG   RESTING	₦6,000.00
65650004	ECG   RESTING	₦6,000.00
65650004	ECG   RESTING	₦6,000.00
65650004	ECG   RESTING	₦6,000.00
65650006	HOLTER ECG	₦25,000.00
